question_german,year,episode_number,name,listen_url,,question_english
"Gibt es L√§nder, die du aufgrund ihres Images nicht ernst nehmen kannst?",2021,131,Tommi,https://open.spotify.com/episode/14rZoVMspw1mc34UlVSV3L?go=1&t=4197, ,Are there countries you can’t take seriously because of their image?
Was ist dein Lieblingsgeschmack?,2022,202,Tommi,https://open.spotify.com/episode/0LgOC0Dako1Kr7Fywh9Fs9?go=1&t=3452, ,What’s your favorite flavor?
Welche Sachen findest du unm√§nnlich?,2022,198,Felix,https://open.spotify.com/episode/4w7p6GXwNwNTO33xLWC0kB?go=1&t=3566, ,What things do you find unmanly?
Welcher Ablauf bei dir wird sich nicht mehr √§ndern?,2020,121,Felix,https://open.spotify.com/episode/3NgDxSLt6MJMD56QWIfLyv?go=1&t=1986, ,What routine in your life will probably never change?
"Gibt es Menschen, gegen√ºber denen du ein schlechtes Gewissen hast?",2022,204,Tommi,https://open.spotify.com/episode/4p1LgYmIbkGlVMJJHXYhvi?go=1&t=4153, ,Are there people you feel guilty toward?
Was sind deine 4 Lieblingstapas?,2021,156,Tommi,https://open.spotify.com/episode/4sVcEcAjy7w85yPUiM6rpx?go=1&t=2515, ,What are your four favorite tapas?
Welchen Klamottenstil w√ºrdest du verbieten?,2019,84,Felix,https://open.spotify.com/episode/5a8qg8BdR9nebdfGvcIfs9?go=1&t=1873, ,Which clothing style would you ban?
Wovor hast du aktuell Angst?,2022,184,Tommi,https://open.spotify.com/episode/3m6LPoTdUpy1JLAguCcXNw?go=1&t=4298, ,What are you currently afraid of?
"Was empfindest du als sehr bequement Ort, der eigentlich nicht daf√ºr gemacht ist?",2023,231,Tommi,https://open.spotify.com/episode/2gxoUprls1YdmBy5OU5WVc?go=1&t=4118, ,What do you find to be a very comfortable place that actually isn’t meant for comfort?
Welche Fischart ist hochr√ºckig?,2020,108,Felix,https://open.spotify.com/episode/2T3QLxnFfR0NJPcNXUK6YU?go=1&t=1197, ,Which fish species has a high back?
Wof√ºr w√ºrdest du Werbung machen?,2020,118,Tommi,https://open.spotify.com/episode/6J34LV5fFAZHfgm2gMO6e5?go=1&t=3881, ,What would you be willing to advertise for?
Welcher Bissen vom D√∂ner ist der Beste?,2020,128,Felix,https://open.spotify.com/episode/6oLzmkEywzBKociuNAeQ4Q?go=1&t=2818, ,Which bite of a döner is the best?
Was hast du immer im Auto?,2022,190,Felix,https://open.spotify.com/episode/2xR0ldWeSQ9RIlIHk9po0O?go=1&t=2649, ,What do you always keep in your car?
Was war als Jugendlicher und was ist zurzeit deine Lieblingsbeleidigung?,2019,58,Felix,https://open.spotify.com/episode/0XsdfC9bse858d2ZQKmLjX?go=1&t=5701, ,"What was your favorite insult as a teenager, and what’s your favorite one now?"
"Was glaubst du, wie lange es noch dauert, bis Corona Einzug in die Popkultur findet?",2022,170,Tommi,https://open.spotify.com/episode/3OHhP7iPabxcCIadZvMJ7I?go=1&t=4229, ,How long do you think it will take until COVID becomes part of pop culture?
"Was ist die l√§ngste Strecke, die du mal mit einem Reisebus gefahren bist?",2019,76,Felix,https://open.spotify.com/episode/3baFd6CoBtwvIYJ4jp5t8Q?go=1&t=2591, ,What’s the longest distance you’ve ever traveled by coach bus?
"Welche Sache die jetzt gerade ein Ding ist, wird es in 50 Jahren noch geben?",2022,174,Felix,https://open.spotify.com/episode/5YzPNZ0bHQC1U3XqTZUeGs?go=1&t=2856, ,What’s something that’s trendy now but will still exist in 50 years?
Kannst du basteln?,2022,193,Felix,https://open.spotify.com/episode/1RpCC7MsDcqSNIUi3hTg89?go=1&t=4443, ,Can you do crafts?
"Wie willst du sein, bist es aber nicht?",2020,88,Tommi,https://open.spotify.com/episode/4fDjGSUdavrWBLx61hPZMY?go=1&t=3126, ,How would you like to be — but aren’t?
Was ist deine liebste Prokrastinierbesch√§ftigung?,2019,57,Felix,https://open.spotify.com/episode/1PLJi3b8Xwa37A74MyZxWm?go=1&t=1306, ,What’s your favorite procrastination activity?
Du musst in die Kriminalit√§t abrutschen: was w√ºrdest du machen?,2023,234,Tommi,https://open.spotify.com/episode/2fbNQVNtQBxq6z8PFCa8I5?go=1&t=4228, ,"If you had to turn to crime, what would you do?"
"Gibt es eine pr√§gende Werbung von fr√ºher, die dir sofort einf√§llt?",2019,65,Tommi,https://open.spotify.com/episode/5yR3wu1cwdYg6ZOjinOr6k?go=1&t=3244, ,Is there a memorable old commercial that instantly comes to mind?
Esel oder Huhn?,2021,153,Tommi,https://open.spotify.com/episode/69R8mhlGe45qgxdbIKPoVf?go=1&t=5047, ,Donkey or chicken?
"Was ist das in deinem Leben, worauf du am stolzesten bist?",2017,4,Felix,https://open.spotify.com/episode/6sZoQS2B7wRxSErtbyoAaA?go=1&t=992, ,What’s the thing in your life you’re most proud of?
"Thema Homeparty: Was war das Asozialste, was du je gemacht hast?",2021,143,Tommi,, ,Topic: house parties — what’s the most trashy thing you’ve ever done?
Was war dein weirdester Traum?,2019,58,,https://open.spotify.com/episode/0XsdfC9bse858d2ZQKmLjX?go=1&t=432, ,What was your weirdest dream?
Welche ist deine Lieblingsfigur bei Mario Kart?,2023,226,Felix,https://open.spotify.com/episode/4qQkGNlfJ96hgWu72uBpRQ?go=1&t=1820, ,Who’s your favorite Mario Kart character?
Was willst du dir als n√§chstes Kaufen?,2023,241,Tommi,https://open.spotify.com/episode/0PTf4S61GKMyFVRrJrRR5N?go=1&t=3900, ,What’s the next thing you want to buy?
Was ist dein Guilty-Pleasure-Katastropheneinkauf?,2021,143,Tommi,, ,What’s your guilty-pleasure disaster purchase?
Kannst du 5 Schminkprodukte aufz√§hlen?,2019,82,Felix,https://open.spotify.com/episode/0RqDywj0uBwXaiyLGVx7kr?go=1&t=2915, ,Can you name five makeup products?
Was l√§sst jemanden gebildet aussehen?,2021,141,Felix,https://open.spotify.com/episode/6VDVkHnX7IzI5epOGznm9j?go=1&t=2483, ,What makes someone look educated?
Was war als Kind dein Lieblingsfantasiespiel?,2023,226,Felix,https://open.spotify.com/episode/4qQkGNlfJ96hgWu72uBpRQ?go=1&t=1188, ,What was your favorite fantasy game as a child?
Was ist der beste Salat?,2022,175,Tommi,https://open.spotify.com/episode/2KVZdX6nhAXe3qKCOfSqlh?go=1&t=1929, ,What’s the best kind of salad?
Welches war dein Traumauto f√ºr dein erstes eigenes Auto?,2022,179,Felix,https://open.spotify.com/episode/1DYg1l6xLFO54ewbK0HSzR?go=1&t=3539, ,What was your dream car for your first car?
Was w√ºrdest du an deiner Erziehung √§ndern?,2020,93,Felix,https://open.spotify.com/episode/0lR4g5CQ0WS4y0JtkyheEo?go=1&t=3937, ,What would you change about your upbringing?
Welchen Midlife-Crisis-Fail w√ºrdest du begehen?,2020,99,Tommi,https://open.spotify.com/episode/5vfon7bttkjBwJqiTHESnS?go=1&t=2942, ,What midlife-crisis fail would you probably commit?
Welcher Reinigungsvorgang befriedigt dich am meisten?,2023,239,Tommi,https://open.spotify.com/episode/0z9ASWjHSH0p82mLAAlZjS?go=1&t=4155, ,Which cleaning task gives you the most satisfaction?
Wof√ºr k√∂nnte man dich auch nachts um 3 Uhr wecken?,2022,189,Tommi,https://open.spotify.com/episode/2DW2o7uaWRCPP1w8U4FEaq?go=1&t=3386, ,What could someone wake you up for at 3 a.m.?
Was war fr√ºher wirklich besser?,2021,136,Tommi,https://open.spotify.com/episode/1NJ2jJkY9C3dMOwoJQoDdg?go=1&t=4490, ,What really was better in the past?
"Thema Fr√ºhling: W√ºrdest du eher nie wieder Fahrrad fahren k√∂nnen, daf√ºr aber kerngesund sein oder w√ºrdest du weiter Fahrrad fahren k√∂nnen, daf√ºr aber Allergien haben?",2022,183,Felix,https://open.spotify.com/episode/13xhWK9sEJn10SdlSTvByW?go=1&t=3180, ,"Topic: spring — would you rather never be able to ride a bike again but be perfectly healthy, or keep riding a bike but have allergies?"
"F√ºr welches Thema w√ºrdest du dich einsetzten, wenn du finanziell durch bist und alle gro√üen Weltprobleme gel√∂st sind?",2023,214,Felix,https://open.spotify.com/episode/7EShl70HOZCpOIs4kjJSRa?go=1&t=2483, ,What cause would you support if you were financially set and all major world problems were solved?
Wie sieht der perfekte Tag f√ºr dich aus?,2018,49,Tommi,https://open.spotify.com/episode/2ii0zBC8cVKPudPjtyETB8?go=1&t=816, ,What does your perfect day look like?
Was macht dir aufgrund deines Alters keinen Spa√ü mehr?,2023,211,Tommi,https://open.spotify.com/episode/5e14disp0j25dQoCerq5ks?go=1&t=2843, ,What do you no longer enjoy because of your age?
"Was war das Naivste, was du je gemacht hast?",2023,214,Felix,https://open.spotify.com/episode/7EShl70HOZCpOIs4kjJSRa?go=1&t=3914, ,What’s the most naïve thing you’ve ever done?
"Wie w√ºrdest du deinen Garten gestalten, wenn du einen h√§ttest?",2023,220,Tommi,https://open.spotify.com/episode/60dxeOhRwXlpTS9xyYtg7x?go=1&t=4135, ,How would you design your garden if you had one?
In welchem Moment bist du erwachsen geworden?,2022,202,Tommi,https://open.spotify.com/episode/0LgOC0Dako1Kr7Fywh9Fs9?go=1&t=3824, ,At what moment did you become an adult?
Wie reagierst du auf einen viel zu hohen Preis?,2023,215,Tommi,, ,How do you react to an overpriced product?
Wann empfindest du aktuell Selbsthass?,2022,178,Tommi,https://open.spotify.com/episode/5ONVlo5rNtEza4grWDSpbu?go=1&t=3784, ,When do you currently experience self-hate?
Hast du ein kulinarisches Trauma?,2022,177,Tommi,https://open.spotify.com/episode/0thcAAlsnwozg4uiMxkrYV?go=1&t=3561, ,Do you have a culinary trauma?
Kannst du kraulen?,2021,149,Felix,https://open.spotify.com/episode/2h9VWKSzQSP4FZt4MZk1qy?go=1&t=2574, ,Can you do the crawl stroke?
Isst du gerne alleine?,2019,76,Felix,https://open.spotify.com/episode/3baFd6CoBtwvIYJ4jp5t8Q?go=1&t=1506, ,Do you enjoy eating alone?
Welche Showzeit hat die Barbe (Fisch)?,2020,108,Felix,https://open.spotify.com/episode/2T3QLxnFfR0NJPcNXUK6YU?go=1&t=1566, ,What season does the barbel fish have?
"Worin denken Leute, dass du gut bist, stimmt aber gar nicht?",2023,240,Felix,https://open.spotify.com/episode/60dsR1u9gYRQpEFm5v2gee?go=1&t=2794, ,"What do people think you’re good at, but you’re actually not?"
Welche Deko hast du auf dem G√§steklo?,2023,213,Tommi,https://open.spotify.com/episode/1CRvHAMg16j31KNANBL2on?go=1&t=3965, ,What decoration do you have in your guest bathroom?
"Wenn der Papst nicht so ein homophober Bastard w√§re, w√§re die Kirche schon ein kleines St√ºck weniger Schei√üe. Was h√§ltst du von Hunden mit Halsb√§ndern?",2018,50,Felix,https://open.spotify.com/episode/5e2JtCyQwIGc6DkXEjzEbb?go=1&t=1191, ,"If the Pope weren’t such a homophobic bastard, the Church would already be a bit less shitty. So, what do you think about dogs with collars?"
Wann grillst du an?,2023,223,Felix,https://open.spotify.com/episode/1I3TOC2bDjq5loaxcypL1y?go=1&t=3945, ,When do you start grilling?
Was h√§ltst du von der App BeReal?,2022,205,Felix,https://open.spotify.com/episode/3DaaesGPUoRcb8isdWIOqt?go=1&t=3289, ,What do you think of the app BeReal?
"CL gibt dir 7000 Euro. Wof√ºr w√ºrdest du das Geld ausgeben, wenn du es nur f√ºr dich selbst verkonsumieren d√ºrftest?",2022,176,Felix,https://open.spotify.com/episode/1P3U1vthYQ7gI8ceJ1btLx?go=1&t=3180, ,"CL gives you 7,000 euros. What would you spend it on if you had to use it only for yourself?"
Welche Aufgabe kannst du am wenigsten?,2022,191,Felix,https://open.spotify.com/episode/2FsBXBfd98muhIVyLxlJbT?go=1&t=3571, ,What task are you the worst at?
Was nutzt du verschwenderisch?,2020,90,Tommi,https://open.spotify.com/episode/2B2a7S1ZPVvHSON5WcBWzV?go=1&t=3091, ,What do you use wastefully?
Hast du mit Ostern ein Thema?,2020,99,Tommi,https://open.spotify.com/episode/5vfon7bttkjBwJqiTHESnS?go=1&t=665, ,Do you have any association with Easter?
√úber welche Alterserscheinung von dir kannst du sehr lachen?,2022,175,Tommi,https://open.spotify.com/episode/2KVZdX6nhAXe3qKCOfSqlh?go=1&t=3272, ,What sign of aging about yourself do you find funny?
Welche technische Sache funktioniert erstaunlicherweise?,2020,111,Felix,https://open.spotify.com/episode/7mEpfj8X01qJ6DBlQy22nk?go=1&t=3829, ,What technical thing surprisingly works?
Bei welcher Sache bist du ein Bauer?,2020,113,Tommi,https://open.spotify.com/episode/5cv4GwQDvmRMd5Buq7Mpke?go=1&t=2009, ,What’s something you’re a total amateur at?
W√ºrdest du gern deinen Todestag wissen?,2019,56,Tommi,https://open.spotify.com/episode/6kLAjSu2jSZ0WxQ7t8zmXu?go=1&t=2091, ,Would you like to know the date of your death?
Montag oder Dienstag: Welcher Tag ist schlimmer?,2022,171,Felix,https://open.spotify.com/episode/5KEKCcqCAgsdtnxgKOSlE4?go=1&t=3962, ,Monday or Tuesday — which day is worse?
"Welche App benutzt du nicht, l√∂schst sie aber auch nicht?",2020,114,Felix,https://open.spotify.com/episode/4oD0r7GvIomKHOvhLNZh25?go=1&t=2492, ,Which app do you never use but also don’t delete?
Wie ist deine Meinung zur Legalisierung von Gras?,2021,163,Felix,https://open.spotify.com/episode/6yH9l5NbCmTGpPZE8wQOMM?go=1&t=3912, ,What’s your opinion on legalizing weed?
"Hast du dich jemals dabei erwischt, wie du dich bei einem Feuerwerk hast mitrei√üen lassen, wie die anderen Trottel etwas wie ""Oh!"", ""Wow!"", ""Sch√∂n!"", zu sagen?",2018,46,Felix,https://open.spotify.com/episode/5c09kILyfpnVGp4F9SiTkI?go=1&t=2345, ,"Have you ever caught yourself reacting to fireworks with an “Oh!”, “Wow!”, or “Beautiful!” like everyone else?"
Was ist das gesellschaftlich konstruiert weiblichste/m√§nnlichste an dir?,2019,76,Felix,https://open.spotify.com/episode/3baFd6CoBtwvIYJ4jp5t8Q?go=1&t=3167, ,What’s the most socially constructed feminine/masculine thing about you?
Was ist f√ºr dich Luxus?,2019,80,Felix,https://open.spotify.com/episode/0m22Iax9AxCEdLppJi0YsS?go=1&t=3060, ,What does luxury mean to you?
Wer wird mal ganz bekannt?,2020,88,Tommi,https://open.spotify.com/episode/4fDjGSUdavrWBLx61hPZMY?go=1&t=4328, ,Who do you think will become really famous someday?
Welche Dienstleistung ist eigentlich viel zu g√ºnstig?,2023,213,Tommi,https://open.spotify.com/episode/1CRvHAMg16j31KNANBL2on?go=1&t=1529, ,Which service is actually way too cheap?
Welche soziale Gepflogenheit machst du unhinterfragt mit?,2023,225,Felix,https://open.spotify.com/episode/0ZCFEqaF5Briv5iAOaqqSn?go=1&t=2764, ,What social convention do you follow without questioning it?
Wie w√ºrdest du den letzten Tag vor dem Weltuntergang verbringen?,2022,197,Tommi,https://open.spotify.com/episode/0KkwXJYBJb4bIv9W9b5xM1?go=1&t=2855, ,How would you spend the last day before the end of the world?
Duschst du mit oder ohne Entertainment?,2020,99,Tommi,https://open.spotify.com/episode/5vfon7bttkjBwJqiTHESnS?go=1&t=3198, ,Do you shower with or without entertainment?
"Was wird unser Gendern, wenn wir Mitte 60 sind?",2023,220,Tommi,https://open.spotify.com/episode/60dxeOhRwXlpTS9xyYtg7x?go=1&t=3844, ,What will be our generation’s equivalent of “gender debates” when we’re 60?
Knigge: Ja oder nein?,2019,85,Tommi,https://open.spotify.com/episode/21cAjXHNSe30kHN44h40ym?go=1&t=3242, ,Etiquette rules: yes or no?
Wie w√ºrdest du den perfekten Mord begehen?,2019,58,Tommi,https://open.spotify.com/episode/0XsdfC9bse858d2ZQKmLjX?go=1&t=792, ,How would you commit the perfect murder?
Welchen albernen Joke findest du richtig witzig?,2022,179,Felix,https://open.spotify.com/episode/1DYg1l6xLFO54ewbK0HSzR?go=1&t=3023, ,Which silly joke do you actually find hilarious?
Welche Sache aus Kinderserien wolltest du haben?,2021,149,Felix,https://open.spotify.com/episode/2h9VWKSzQSP4FZt4MZk1qy?go=1&t=1561, ,What object from a kids’ show did you always want to have?
Welche Angewohnheit hast du von deinen Eltern √ºbernommen?,2019,55,Felix,https://open.spotify.com/episode/7MzK4DbSsODeAF8HQAAblh?go=1&t=1783, ,What habit did you inherit from your parents?
Was nervt dich an deinem Job?,2019,80,Felix,https://open.spotify.com/episode/0m22Iax9AxCEdLppJi0YsS?go=1&t=2492, ,What annoys you about your job?
Was w√ºnschst du dir zu Weihnachten?,2022,206,Felix,https://open.spotify.com/episode/4tI76AevfunAQhvAdkSQWW?go=1&t=4638, ,What do you want for Christmas?
D√∂ner oder D√ºr√ºm?,2018,36,Felix,https://open.spotify.com/episode/3OC5xy5BWUI6HdsvWe9JtM?go=1&t=160, ,Döner or dürüm?
Bist du bei nicht deutscher Musik an den Lyrics interessiert?,2023,224,Tommi,https://open.spotify.com/episode/0QK9G4wdM7VT9yLKMNb6oo?go=1&t=3688, ,"When listening to non-German music, are you interested in the lyrics?"
Warum sind auf √∂ffentlichen Toiletten immer Schamhaare?,2017,4,Felix,https://open.spotify.com/episode/6sZoQS2B7wRxSErtbyoAaA?go=1&t=1392, ,Why are there always pubic hairs in public bathrooms?
Welche Werbung von fr√ºher hast du noch im Kopf?,2019,75,Tommi,https://open.spotify.com/episode/5xReT6LgW87qpARIk1v5yr?go=1&t=2657, ,Which old commercial do you still remember?
Hast du ein Schwimmabzeichen?,2019,82,Felix,https://open.spotify.com/episode/0RqDywj0uBwXaiyLGVx7kr?go=1&t=1997, ,Do you have a swimming badge?
"Was glaubst du, ist das Beste daran, in einer kleinen Stadt aufzuwachsen?",2019,70,Felix,https://open.spotify.com/episode/2T7CMKjCXDyYSgwIPtcu0E?go=1&t=4416, ,What do you think is the best thing about growing up in a small town?
"Gibt es etwas, von dem du sicher wei√üt, dass du es besser kannst als andere?",2023,209,Tommi,https://open.spotify.com/episode/1A6A1YVh44qBoKezNR8RfY?go=1&t=3117, ,Is there something you’re sure you can do better than others?
Was w√§re 1880 dein Beruf gewesen?,2021,159,Tommi,https://open.spotify.com/episode/3NlYS3PBejXkgl69AfajEh?go=1&t=2811, ,What would your job have been in 1880?
Welchen Rat w√ºrdest du einem armen kleinen Kind geben?,2022,182,Tommi,https://open.spotify.com/episode/2JMFoNwSE0YKtuesCc98ji?go=1&t=2691, ,What advice would you give to a poor little kid?
Wie w√§re der Slogan deiner Marke?,2020,115,Tommi,https://open.spotify.com/episode/7BxUJL8VPeMaKg31W6jGWa?go=1&t=3750, ,What would your brand slogan be?
"Wenn du beim Supertalent mitmachen m√ºsstest, was w√ºrdest du machen?",2020,124,Tommi,, ,"If you had to compete on *Germany’s Got Talent*, what would you do?"
Was ist kindisch an dir?,2020,120,Tommi,https://open.spotify.com/episode/0qr9VsUXkKyUAnQUJc8BLF?go=1&t=2857, ,What’s childish about you?
Welche Sache w√ºrdest du am anderen √§ndern?,2019,78,Felix,https://open.spotify.com/episode/3DdjDnmfKixTCDVAKhOfMe?go=1&t=2283, ,What’s one thing you’d change about your partner?
Was f√ºr ein Lehrer-Typ w√§rst du?,2023,241,Tommi,https://open.spotify.com/episode/0PTf4S61GKMyFVRrJrRR5N?go=1&t=4389, ,What type of teacher would you be?
"Brauchst du Liebe oder bist du der Stressmacher, wenn du betrunken bist?",2020,101,,https://open.spotify.com/episode/7yb6fSUGMZXCzSRlloyXuE?go=1&t=2286, ,"When you’re drunk, do you become loving or the one causing stress?"
Kannst du b√ºgeln?,2020,93,Felix,https://open.spotify.com/episode/0lR4g5CQ0WS4y0JtkyheEo?go=1&t=3149, ,Can you iron?
"Was ist eine erfolgreiche Kette, bei der du nie einkaufst?",2021,159,Tommi,https://open.spotify.com/episode/3NlYS3PBejXkgl69AfajEh?go=1&t=2118, ,What’s a successful retail chain you never shop at?
Wo ist deine tiefste Gesichtsfalte?,2019,78,Felix,https://open.spotify.com/episode/3DdjDnmfKixTCDVAKhOfMe?go=1&t=2099, ,Where is your deepest facial wrinkle?
"Thema Allgemeinwissen: Wo glaubst du, hast du die gr√∂√üte Wissensl√ºcke?",2019,67,Tommi,https://open.spotify.com/episode/6CC2yXWPXegqs5eSwUnBP4?go=1&t=3660, ,General knowledge: where do you think your biggest knowledge gap is?
Wann bist du im Alltag manchmal noch ein bisschen kindisch?,2019,75,Tommi,https://open.spotify.com/episode/5xReT6LgW87qpARIk1v5yr?go=1&t=2118, ,When do you still act a little childish in everyday life?
Wann hast du das letzte Mal so richtig doll gelacht?,2020,116,Felix,https://open.spotify.com/episode/49bfCy8AlgTj2p6AgFYobD?go=1&t=1354, ,When was the last time you laughed really hard?
"In welcher Situation f√ºhlst du dich viel cooler, als du eigentlich bist?",2019,69,Tommi,https://open.spotify.com/episode/6zTP5Qls3MtsE1bajjBoZf?go=1&t=3083, ,In what situation do you feel way cooler than you actually are?
Nie wieder Bier oder nie wieder Kaffee?,2018,52,Felix,https://open.spotify.com/episode/53RXNse6um1UakkVAdoXFZ?go=1&t=348, ,Never again beer or never again coffee?
Welche Sache in deiner Wohnung hast du nur f√ºr deine G√§ste da?,2021,131,Tommi,https://open.spotify.com/episode/14rZoVMspw1mc34UlVSV3L?go=1&t=3583, ,What’s something in your apartment that’s only there for guests?
Wovon besitzt du eindeutig zu viel?,2023,236,Tommi,https://open.spotify.com/episode/7vlwrLYJb1qVvuAvyk0UWa?go=1&t=2948, ,What do you own way too much of?
Was ist das Langweiligste an dir?,2017,4,Felix,https://open.spotify.com/episode/6sZoQS2B7wRxSErtbyoAaA?go=1&t=1197, ,What’s the most boring thing about you?
"Wenn es ab jetzt nur noch eine Temperatur herrschen m√ºsste, welche w√ºrdest du nehmen?",2020,124,Tommi,, ,"If there could only ever be one temperature from now on, which one would you choose?"
"Was w√§re ein berufliches Wagnis, was du gern eingehen w√ºrdest?",2021,165,Tommi,https://open.spotify.com/episode/2WgTRdfjEPMwnKrMi8KQtL?go=1&t=4117, ,What would be a professional risk you’d love to take?
"Wie lange br√§uchtest du ab jetzt, um deinen Fahrzeugbrief, dein Abizeugnis und deinen Stromanbieter herauszusuchen?",2018,52,Felix,https://open.spotify.com/episode/53RXNse6um1UakkVAdoXFZ?go=1&t=712, ,"How long would it take you right now to find your car registration, high school diploma, and electricity provider info?"
"Was kaufst du immer erst, wenn es zu sp√§t ist?",2022,195,Tommi,https://open.spotify.com/episode/3FX9aU91GaekL1n9dLS7ub?go=1&t=3497, ,What do you always buy too late?
Was macht Angela Merkel gerade?,2020,94,Tommi,https://open.spotify.com/episode/3lfsOEhLtQLAQGeKFcAXDi?go=1&t=4626, ,What is Angela Merkel doing right now?
Bei welchem Lied willst du sofort saufen?,2021,152,Felix,https://open.spotify.com/episode/0rbyiPCZGSuFhvcCf9cVXh?go=1&t=3231, ,Which song instantly makes you want to drink?
"Lieber ein Schaf bumsen, aber niemand wei√ü es oder kein Schaf bumsen, aber jeder denkt, du h√§ttest?",2018,51,,https://open.spotify.com/episode/0FnbzZcV1VDFpgHrg8zqRi?go=1&t=2414, ,"Would you rather have sex with a sheep and no one knows, or not have sex with a sheep but everyone thinks you did?"
Was ist der beste Boden-Belag?,2023,236,Tommi,https://open.spotify.com/episode/7vlwrLYJb1qVvuAvyk0UWa?go=1&t=2252, ,What’s the best type of flooring?
Magst du Sushi?,2022,168,Felix,https://open.spotify.com/episode/0GgXMDIx6a33z5hZNu3vO4?go=1&t=3030, ,Do you like sushi?
Was ist deine Lieblingsaktivit√§t im Park?,2023,223,Felix,https://open.spotify.com/episode/1I3TOC2bDjq5loaxcypL1y?go=1&t=3395, ,What’s your favorite park activity?
"Wenn du D√∂nerverk√§ufer w√§rst und dich ein Kunde nervt, w√ºrdest du das D√∂nerbrot extra so aufschneiden, dass es beim Essen rei√üt?",2019,55,Felix,https://open.spotify.com/episode/7MzK4DbSsODeAF8HQAAblh?go=1&t=2456, ,"If you were a döner seller and a customer annoyed you, would you deliberately slice the bread so it breaks while eating?"
Was ist das geilste frittierte Produkt?,2023,222,Tommi,https://open.spotify.com/episode/4lSbzJKc2y58PnjDUOr8cV?go=1&t=3237, ,What’s the tastiest fried food?
Wovor hast du Angst?,2019,60,Felix,https://open.spotify.com/episode/2zbINdbLuDhmviPmC0BKOY?go=1&t=3905, ,What are you afraid of?
Was k√∂nnen sich deutsche Superm√§rkte von ausl√§ndischen abschauen?,2023,219,Felix,https://open.spotify.com/episode/6FLsFfbOOIY4YWuLfvP31b?go=1&t=3384, ,What could German supermarkets learn from foreign ones?
Was ist aktuell deine Lieblingsklamotte?,2022,190,Felix,https://open.spotify.com/episode/2xR0ldWeSQ9RIlIHk9po0O?go=1&t=3894, ,What’s your current favorite piece of clothing?
Welcher ist dein Lieblingsangelfisch (S√º√üwasser)?,2023,226,Felix,https://open.spotify.com/episode/4qQkGNlfJ96hgWu72uBpRQ?go=1&t=3476, ,What’s your favorite freshwater fish to catch?
D√ºrfte dein Hund in deinem Bett schlafen?,2022,206,Felix,https://open.spotify.com/episode/4tI76AevfunAQhvAdkSQWW?go=1&t=559, ,Would your dog be allowed to sleep in your bed?
Ein befreundetes P√§rchen streitet sich in deiner Anwesenheit √ºber Geld oder deine Freunde zeigen dir am Tag nach dem kompletten Absturz ein Suffvideo von dir. Was ist unangenehmer?,2018,50,Felix,https://open.spotify.com/episode/5e2JtCyQwIGc6DkXEjzEbb?go=1&t=2138, ,"A couple you know argues about money in front of you, or your friends show you a drunk video of yourself the next day — which is more uncomfortable?"
Hast du ein vermeintlich ungew√∂hnliches Reiseziel?,2023,223,Felix,https://open.spotify.com/episode/1I3TOC2bDjq5loaxcypL1y?go=1&t=3061, ,Do you have an unusual travel destination?
Was ist dein Lieblingsger√§t auf Spielpl√§tzen?,2020,111,Felix,https://open.spotify.com/episode/7mEpfj8X01qJ6DBlQy22nk?go=1&t=2748, ,What’s your favorite piece of playground equipment?
"Was w√§re das Erste, was dein 6-J√§hriges ich tun w√ºrde, wenn es jetzt in deinem K√∂rper w√§re?",2022,204,Tommi,https://open.spotify.com/episode/4p1LgYmIbkGlVMJJHXYhvi?go=1&t=3845, ,What would your 6-year-old self do first if they suddenly woke up in your body?
"Glaubst du, irgendwann wird alles wieder gut?",2018,40,Tommi,https://open.spotify.com/episode/7aBJOKRo2N2mGwbThl9TAw?go=1&t=2114, ,Do you believe everything will eventually be okay again?
Was war dein letzter Ohrwurm?,2022,203,Felix,https://open.spotify.com/episode/173KZvg1ChbYI9rdl0GGkg?go=1&t=4455, ,What was your last earworm song?
Bist du schnell?,2020,99,Tommi,https://open.spotify.com/episode/5vfon7bttkjBwJqiTHESnS?go=1&t=2002, ,Are you fast?
Was ist f√ºr eine Lehrerin die schlimmste Klassenstufe?,2022,190,Tommi,https://open.spotify.com/episode/2xR0ldWeSQ9RIlIHk9po0O?go=1&t=4102, ,What’s the worst school grade level for a teacher?
Was w√§re die schlimmste Art zu sterben?,2019,77,Tommi,https://open.spotify.com/episode/7sJCvtJN2HUWoeUTQeT0TY?go=1&t=2261, ,What would be the worst way to die?
"Wie sagst du ""Prost""?",2020,90,Tommi,https://open.spotify.com/episode/2B2a7S1ZPVvHSON5WcBWzV?go=1&t=4183, ,How do you say “cheers”?
Wo gibst du stressbedingt eher Gas: Beim Security-Check oder an der Kasse?,2019,61,Tommi,https://open.spotify.com/episode/620rbiW9IafwyFVhiatHhc?go=1&t=1415, ,Where do you tend to get stressed and rush more — at airport security or at the checkout line?
Was ist dein Lieblingsgeldschein?,2021,155,Felix,https://open.spotify.com/episode/6zxSlXy99qv8dDbOSkh2m0?go=1&t=2374, ,What’s your favorite banknote?
Was ist der h√§sslichste Gegenstand in deinem Besitz?,2022,183,Felix,https://open.spotify.com/episode/13xhWK9sEJn10SdlSTvByW?go=1&t=2736, ,What’s the ugliest object you own?
